subjek,kategori,tabel_ringkas,tabel_lengkap,endpoint
Statistik Demografi dan Sosial,Tenaga Kerja,"Persentase Tenaga Kerja Formal Menurut Jenis Kelamin (Persen), 2015 - 2024","Persentase Tenaga Kerja Formal Menurut Jenis Kelamin (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1170/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Persentase Tenaga Kerja Formal Menurut Provinsi (Persen), 2015 - 2024","Persentase Tenaga Kerja Formal Menurut Provinsi (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1168/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Persentase Usia Muda (15-24 Tahun) Yang Sedang Tidak Sekolah, Bekerja Atau Mengikuti Pelatihan (Persen), 2015 - 2024","Persentase Usia Muda (15-24 Tahun) Yang Sedang Tidak Sekolah, Bekerja Atau Mengikuti Pelatihan (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1186/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Tingkat Setengah Pengangguran Menurut Kelompok Umur (Persen), 2015 - 2024","Tingkat Setengah Pengangguran Menurut Kelompok Umur (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1185/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Tingkat Setengah Pengangguran Menurut Tingkat Pendidikan (Persen), 2015 - 2024","Tingkat Setengah Pengangguran Menurut Tingkat Pendidikan (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1184/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Tingkat Setengah Pengangguran Menurut Provinsi (Persen), 2015 - 2024","Tingkat Setengah Pengangguran Menurut Provinsi (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1181/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Persentase Tenaga Kerja Informal Sektor Pertanian (Persen), 2015 - 2024","Persentase Tenaga Kerja Informal Sektor Pertanian (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1171/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Proporsi Lapangan Kerja Informal Sektor Non-Pertanian Menurut Kelompok Umur, 2015 - 2024","Proporsi Lapangan Kerja Informal Sektor Non-Pertanian Menurut Kelompok Umur, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1165/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Proporsi Lapangan Kerja Informal Sektor Non-Pertanian Menurut Daerah Tempat Tinggal, 2015 - 2024","Proporsi Lapangan Kerja Informal Sektor Non-Pertanian Menurut Daerah Tempat Tinggal, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1163/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Proporsi Lapangan Kerja Informal Sektor Non-Pertanian Menurut Provinsi, 2015 - 2024","Proporsi Lapangan Kerja Informal Sektor Non-Pertanian Menurut Provinsi, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1162/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Persentase Angkatan Kerja Terhadap Penduduk Usia Kerja (TPAK) Menurut Golongan Umur (Persen), 1986 - 2024","Persentase Angkatan Kerja Terhadap Penduduk Usia Kerja (TPAK) Menurut Golongan Umur (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/714/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Proporsi Lapangan Kerja Informal Sektor Non-Pertanian Menurut Tingkat Pendidikan, 2015 - 2024","Proporsi Lapangan Kerja Informal Sektor Non-Pertanian Menurut Tingkat Pendidikan, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1166/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Jumlah Pegawai Perusahaan Air Bersih, 1995 - 2023","Jumlah Pegawai Perusahaan Air Bersih, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/325/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Persentase Tenaga Kerja Formal Menurut Daerah Tempat Tinggal (Persen), 2015 - 2024","Persentase Tenaga Kerja Formal Menurut Daerah Tempat Tinggal (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1169/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Pendidikan Tertinggi yang Ditamatkan (Orang), 1986 - 2024","Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Pendidikan Tertinggi yang Ditamatkan (Orang), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1126/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Pengangguran Terbuka Menurut Pendidikan Tertinggi yang Ditamatkan (Orang), 1986 - 2024","Pengangguran Terbuka Menurut Pendidikan Tertinggi yang Ditamatkan (Orang), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/674/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk 15 Tahun Ke Atas yang Bekerja menurut Lapangan Pekerjaan Utama (Orang), 2020 - 2024","Penduduk 15 Tahun Ke Atas yang Bekerja menurut Lapangan Pekerjaan Utama (Orang), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2479/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Lapangan Pekerjaan Utama (17 Sektor) dan Pendidikan Tertinggi yang Ditamatkan (Orang), 2018 - 2024","Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Lapangan Pekerjaan Utama (17 Sektor) dan Pendidikan Tertinggi yang Ditamatkan (Orang), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1971/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Golongan Umur dan Jumlah Jam Kerja Seluruhnya (Orang), 1986 - 2024","Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Golongan Umur dan Jumlah Jam Kerja Seluruhnya (Orang), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1006/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Jumlah Penduduk Usia 15 tahun ke Atas Menurut Golongan Umur, 1986 - 2024","Jumlah Penduduk Usia 15 tahun ke Atas Menurut Golongan Umur, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/715/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Bukan Angkatan Kerja (BAK) Menurut Golongan Umur (Orang), 1986 - 2024","Bukan Angkatan Kerja (BAK) Menurut Golongan Umur (Orang), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/704/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Angkatan Kerja (AK) Menurut Golongan Umur, 1986 - 2024","Angkatan Kerja (AK) Menurut Golongan Umur, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/698/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Pendidikan Tertinggi yang Ditamatkan, 2008-2024","Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Pendidikan Tertinggi yang Ditamatkan, 2008-2024",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1936/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas Menurut Golongan Umur dan Jenis Kegiatan Selama Seminggu yang Lalu, 2008 - 2024","Penduduk Berumur 15 Tahun Ke Atas Menurut Golongan Umur dan Jenis Kegiatan Selama Seminggu yang Lalu, 2008 - 2024",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1904/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,Penduduk 15 Tahun Ke Atas yang Bekerja menurut Lapangan Pekerjaan Utama 1986 - 2024,Penduduk 15 Tahun Ke Atas yang Bekerja menurut Lapangan Pekerjaan Utama 1986 - 2024,https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/970/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi dan Jenis Kegiatan Selama Seminggu yang Lalu, 2008 - 2024","Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi dan Jenis Kegiatan Selama Seminggu yang Lalu, 2008 - 2024",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1907/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,Pengangguran Terbuka Menurut Pendidikan Tertinggi yang Ditamatkan 1986 - 2024,Pengangguran Terbuka Menurut Pendidikan Tertinggi yang Ditamatkan 1986 - 2024,https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/972/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas Menurut Pendidikan Tertinggi yang Ditamatkan dan Jenis Kegiatan Selama Seminggu yang Lalu, 2008-2024","Penduduk Berumur 15 Tahun Ke Atas Menurut Pendidikan Tertinggi yang Ditamatkan dan Jenis Kegiatan Selama Seminggu yang Lalu, 2008-2024",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1909/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Lapangan Pekerjaan, 2008 - 2024","Penduduk Berumur 15 Tahun Ke atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Lapangan Pekerjaan, 2008 - 2024",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1911/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Lapangan Pekerjaan Utama dan Pendidikan Tertinggi yang Ditamatkan, 2008 - 2024","Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Lapangan Pekerjaan Utama dan Pendidikan Tertinggi yang Ditamatkan, 2008 - 2024",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1932/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Pengangguran Menurut Golongan Umur (Orang), 2021 - 2024","Pengangguran Menurut Golongan Umur (Orang), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2401/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Persentase Rumah Tangga menurut Provinsi, Jenis Kelamin Kepala Rumah Tangga (KRT) yang Bekerja, dan Daerah Tempat Tinggal, 2009-2024","Persentase Rumah Tangga menurut Provinsi, Jenis Kelamin Kepala Rumah Tangga (KRT) yang Bekerja, dan Daerah Tempat Tinggal, 2009-2024",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1606/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Jumlah Tenaga Kerja Industri Skala Mikro dan Kecil Menurut 2-digit KBLI (Orang), 2010 - 2023","Jumlah Tenaga Kerja Industri Skala Mikro dan Kecil Menurut 2-digit KBLI (Orang), 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/448/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Jumlah Tenaga Kerja Industri Skala Mikro dan Kecil Menurut Provinsi (Orang), 2013 - 2023","Jumlah Tenaga Kerja Industri Skala Mikro dan Kecil Menurut Provinsi (Orang), 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/441/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Proporsi Lapangan Kerja Informal Menurut Tingkat Pendidikan, 2018 - 2023","Proporsi Lapangan Kerja Informal Menurut Tingkat Pendidikan, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2157/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Proporsi Lapangan Kerja Informal Menurut Kelompok Umur, 2018 - 2023","Proporsi Lapangan Kerja Informal Menurut Kelompok Umur, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2156/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Proporsi Lapangan Kerja Informal Menurut Provinsi, 2018 - 2023","Proporsi Lapangan Kerja Informal Menurut Provinsi, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2153/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Proporsi Lapangan Kerja Informal Menurut Daerah Tempat Tinggal, 2018 - 2023","Proporsi Lapangan Kerja Informal Menurut Daerah Tempat Tinggal, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2154/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Persentase anak usia 10-17 tahun yang bekerja menurut jenis kelamin (Persen), 2018 - 2023","Persentase anak usia 10-17 tahun yang bekerja menurut jenis kelamin (Persen), 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2009/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Proporsi Lapangan Kerja Informal Menurut Jenis Kelamin, 2018 - 2023","Proporsi Lapangan Kerja Informal Menurut Jenis Kelamin, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2155/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Rata-rata Pendapatan Bersih Sebulan Pekerja Informal1 Menurut Provinsi dan Pendidikan Tertinggi yang Ditamatkan (rupiah), 2018 - 2023","Rata-rata Pendapatan Bersih Sebulan Pekerja Informal1 Menurut Provinsi dan Pendidikan Tertinggi yang Ditamatkan (rupiah), 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/aFZiZWkvUllycnd0UGkzV1gwQ1A2QT09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Rata-Rata Pendapatan Bersih Sebulan Pekerja Informal1 Menurut Provinsi dan Lapangan Pekerjaan Utama (rupiah), 2018 - 2023","Rata-rata Pendapatan Bersih Sebulan Pekerja Informal1 Menurut Provinsi dan Lapangan Pekerjaan Utama2 (rupiah), 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/UXBNZmtLbnJrWnV3cE5aWkw3T1ovdz09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun ke Atas Menurut Pendidikan Tertinggi yang Ditamatkan dan Jenis Kegiatan Selama Seminggu Terakhir, 2018 - 2023","Penduduk Berumur 15 Tahun ke Atas Menurut Pendidikan Tertinggi yang Ditamatkan dan Jenis Kegiatan Selama Seminggu yang Lalu, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/Q2NJN3ZtTkZSOGpFbXg3d0wwQkhUUT09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Jumlah Penduduk Berumur 15 Tahun Keatas Menurut Jenis Kegiatan Selama Seminggu Terakhir dan Jenis Kelamin, 2018 - 2023","Jumlah Penduduk Berumur 15 Tahun Keatas Menurut Jenis Kegiatan Selama Seminggu yang Lalu dan Jenis Kelamin, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/WVFiQzIxdEdNc05oVW1HVEY4b2pjdz09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun ke Atas Menurut Provinsi dan Jenis Kegiatan Selama Seminggu Terakhir, 2018 - 2023","Penduduk Berumur 15 Tahun ke Atas Menurut Provinsi dan Jenis Kegiatan Selama Seminggu yang Lalu, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/UEJPZGxjcUxvWWdkWmFLRUpZanJQUT09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun ke Atas Menurut Kelompok Umur dan Jenis Kegiatan Selama Seminggu Terakhir, 2018 - 2023","Penduduk Berumur 15 Tahun ke Atas Menurut Kelompok Umur dan Jenis Kegiatan Selama Seminggu yang Lalu, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/NU16V0IxVEJzQXdmTTBKOEJsWUVWQT09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Tingkat Pengangguran Terbuka (TPT) dan Tingkat Partisipasi Angkatan Kerja (TPAK) Menurut Provinsi, 2017 - 2023","Tingkat Pengangguran Terbuka (TPT) dan Tingkat Partisipasi Angkatan Kerja (TPAK) Menurut Provinsi, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/WjNUbVprTDh4SjN4RXhLaUptMHZqQT09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun ke Atas yang Bekerja Selama Seminggu Terakhir Menurut Status Pekerjaan Utama dan Pendidikan Tertinggi yang Ditamatkan, 2019 - 2023","Penduduk Berumur 15 Tahun ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Pendidikan Tertinggi yang Ditamatkan, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/cTkrS1dqUVVhZVI4a3dsR01hZ1MwZz09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun ke Atas yang Bekerja Selama Seminggu Terakhir Menurut Kelompok Umur dan Jumlah Jam Kerja Seluruhnya, 2019 - 2023","Penduduk Berumur 15 Tahun ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Kelompok Umur dan Jumlah Jam Kerja Seluruhnya, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/eEFEYng2dWFVUjJGUU5xZkJUcGRaZz09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Jumlah Tenaga Kerja Industri Besar Dan Sedang Menurut Sub Sektor [KBLI 2020] (Orang), 2008 - 2021","Jumlah Tenaga Kerja Industri Besar Dan Sedang Menurut Sub Sektor [KBLI 2020] (Orang), 2021",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/730/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Produktivitas Tenaga Kerja (Juta Rupiah), 2001 - 2010","Produktivitas Tenaga Kerja (Juta Rupiah), 2010",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/721/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Produktivitas Tenaga Kerja Menurut Sub Sektor (Ribu Rupiah), 2008 - 2018","Produktivitas Tenaga Kerja Menurut Sub Sektor (Ribu Rupiah), 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/720/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Banyaknya Pekerja Usaha Tidak Berbadan Hukum Menurut Lapangan Usaha, 1996 - 2004","Banyaknya Pekerja Usaha Tidak Berbadan Hukum Menurut Lapangan Usaha, 2004",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/49/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Jumlah Tenaga Kerja Industri Besar Dan Sedang Menurut Sub Sektor [KBLI 2000] (Orang), 2000 - 2011","Jumlah Tenaga Kerja Industri Besar Dan Sedang Menurut Sub Sektor [KBLI 2000] (Orang), 2011",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/731/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Proporsi Komuter (Pekerja Ulang Alik) Terhadap Jumlah Penduduk menurut Wilayah (Persen), 2018","Proporsi Komuter (Pekerja Ulang Alik) Terhadap Jumlah Penduduk menurut Wilayah (Persen), 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1814/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Jumlah Pekerja Pada Industri Pariwisata Dalam Proporsi Terhadap Total Pekerja (Persen), 2015 - 2019","Jumlah Pekerja Pada Industri Pariwisata Dalam Proporsi Terhadap Total Pekerja (Persen), 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1190/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Lapangan Pekerjaan, 1986-1996","Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Lapangan Pekerjaan, 1986-1996",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/977/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Keatas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Lapangan Pekerjaan, 1997 - 2007","Penduduk Berumur 15 Tahun Keatas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Lapangan Pekerjaan, 1997 - 2007",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1910/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Pendidikan Tertinggi yang Ditamatkan, 1986 - 1996","Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Pendidikan Tertinggi yang Ditamatkan, 1986 - 1996",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/980/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Pendidikan Tertinggi yang Ditamatkan, 1997 - 2007","Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Pendidikan Tertinggi yang Ditamatkan, 1997 - 2007",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1935/key/[WebAPI_KEY]
